collection,resource,theme_en,theme_es,indicator,label_en,label_es,description_en,description_es,valuetype
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_environmental_per100K,YLLs environmental(per 100.000 people),YLLs ambientales (por cada 100.000 personas),Years of life lost due to premature mortality (YLLs) environmental(per 100.000 people),Años de vida perdidos por mortalidad prematura (AVP) ambiental (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_behavioral_total,YLLs behavioral,YLLs conductuales,Years of life lost due to premature mortality (YLLs) behavioral,Años de vida perdidos por mortalidad prematura (AVP) conductual,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_behavioral_per,YLLs behavioral(%),YLLs conductuales (%),Years of life lost due to premature mortality (YLLs) behavioral(%),Años de vida perdidos por mortalidad prematura (AVP) conductual (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_behavioral_per100K,YLLs behavioral(per 100.000 people),YLLs conductuales (por cada 100.000 personas),Years of life lost due to premature mortality (YLLs) behavioral(per 100.000 people),Años de vida perdidos por comportamiento de mortalidad prematura (AVP) (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_child_and_mater_total,YLLs Child and maternal malnutrition,AVP Desnutrición materna e infantil,Years of life lost due to premature mortality (YLLs) Child and maternal malnutrition,Años de vida perdidos por mortalidad prematura (AVP) Desnutrición infantil y materna,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_child_and_mater_per,YLLs Child and maternal malnutrition(%),AVP Desnutrición materna e infantil (%),Years of life lost due to premature mortality (YLLs) Child and maternal malnutrition(%),Años de vida perdidos por mortalidad prematura (AVP) Desnutrición infantil y materna (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_tobacco_total,YLLs Tobacco,YLLs Tabaco,Years of life lost due to premature mortality (YLLs) Tobacco,Años de vida perdidos por mortalidad prematura (AVP) Tabaco,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_tobacco_per,YLLs Tobacco(%),YLLs Tabaco (%),Years of life lost due to premature mortality (YLLs) Tobacco(%),Años de vida perdidos por mortalidad prematura (AVP) Tabaco (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_alcohol_use_total,YLLs Alcohol use,YLLs Uso de alcohol,Years of life lost due to premature mortality (YLLs) Alcohol use,Años de vida perdidos por mortalidad prematura (AVP) Consumo de alcohol,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_alcohol_use_per,YLLs Alcohol use(%),AVP Uso de alcohol (%),Years of life lost due to premature mortality (YLLs) Alcohol use(%),Años de vida perdidos por mortalidad prematura (AVP) Consumo de alcohol (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_drug_use_total,YLLs Drug use,YLLs Uso de drogas,Years of life lost due to premature mortality (YLLs) Drug use,Años de vida perdidos por mortalidad prematura (AVP) Consumo de drogas,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_drug_use_per,YLLs Drug use(%),AVP Uso de drogas (%),Years of life lost due to premature mortality (YLLs) Drug use(%),Años de vida perdidos por mortalidad prematura (AVP) Consumo de drogas (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_metabolic_total,YLLs metabolic,YLLs metabólicos,Years of life lost due to premature mortality (YLLs) metabolic,Años de vida perdidos por mortalidad prematura (AVP) metabólica,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_metabolic_per,YLLs metabolic(%),YLLs metabólicos (%),Years of life lost due to premature mortality (YLLs) metabolic(%),Años de vida perdidos por mortalidad prematura (AVP) metabólica (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_metabolic_per100K,YLLs metabolic(per 100.000 people),AVP metabólicos (por 100.000 personas),Years of life lost due to premature mortality (YLLs) metabolic(per 100.000 people),Años de vida perdidos por mortalidad prematura (AVP) metabólica (por 100.000 personas),rate
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_fasting_pl_total,YLLs High fasting plasma glucose,YLL Glucosa plasmática en ayunas alta,Years of life lost due to premature mortality (YLLs) High fasting plasma glucose,Años de vida perdidos por mortalidad prematura (AVP) Glucosa plasmática en ayunas alta,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_fasting_pl_per,YLLs High fasting plasma glucose(%),AVP Glucosa plasmática en ayunas alta (%),Years of life lost due to premature mortality (YLLs) High fasting plasma glucose(%),Años de vida perdidos por mortalidad prematura (AVP) Glucosa plasmática en ayunas alta (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_intimate_partne_total,YLLs Intimate partner violence,YLLs Violencia de pareja íntima,Years of life lost due to premature mortality (YLLs) Intimate partner violence,Años de vida perdidos por mortalidad prematura (AVP) Violencia de pareja íntima,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_intimate_partne_per,YLLs Intimate partner violence(%),YLLs Violencia de pareja íntima (%),Years of life lost due to premature mortality (YLLs) Intimate partner violence(%),Años de vida perdidos por mortalidad prematura (AVP) Violencia de pareja íntima (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_low_physical_ac_total,YLLs Low physical activity,AVP Baja actividad física,Years of life lost due to premature mortality (YLLs) Low physical activity,Años de vida perdidos por mortalidad prematura (AVP) Baja actividad física,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_low_physical_ac_per,YLLs Low physical activity(%),AVP Baja actividad física (%),Years of life lost due to premature mortality (YLLs) Low physical activity(%),Años de vida perdidos por mortalidad prematura (AVP) Baja actividad física (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_occupational_ri_total,YLLs Occupational risks,YLLs Riesgos laborales,Years of life lost due to premature mortality (YLLs) Occupational risks,Años de vida perdidos por mortalidad prematura (AVP) Riesgos laborales,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_occupational_ri_per,YLLs Occupational risks(%),AVP Riesgos laborales (%),Years of life lost due to premature mortality (YLLs) Occupational risks(%),Años de vida perdidos por mortalidad prematura (AVP) Riesgos laborales (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_low_bone_minera_total,YLLs Low bone mineral density,YLLs Baja densidad mineral ósea,Years of life lost due to premature mortality (YLLs) Low bone mineral density,Años de vida perdidos por mortalidad prematura (AVP) Baja densidad mineral ósea,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_low_bone_minera_per,YLLs Low bone mineral density(%),YLLs Baja densidad mineral ósea (%),Years of life lost due to premature mortality (YLLs) Low bone mineral density(%),Años de vida perdidos por mortalidad prematura (AVP) Baja densidad mineral ósea (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_dietary_risks_total,YLLs Dietary risks,AVP Riesgos dietéticos,Years of life lost due to premature mortality (YLLs) Dietary risks,Años de vida perdidos por mortalidad prematura (AVP) Riesgos dietéticos,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_dietary_risks_per,YLLs Dietary risks(%),AVP Riesgos dietéticos (%),Years of life lost due to premature mortality (YLLs) Dietary risks(%),Años de vida perdidos por mortalidad prematura (AVP) Riesgos dietéticos (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_systolic_b_total,YLLs High systolic blood pressure,YLLs Presión arterial sistólica alta,Years of life lost due to premature mortality (YLLs) High systolic blood pressure,Años de vida perdidos por mortalidad prematura (AVP) Presión arterial sistólica alta,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_systolic_b_per,YLLs High systolic blood pressure(%),YLLs Presión arterial sistólica alta (%),Years of life lost due to premature mortality (YLLs) High systolic blood pressure(%),Años de vida perdidos por mortalidad prematura (AVP) Presión arterial sistólica alta (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_bodymass_total,YLLs High body-mass index,AVP alto índice de masa corporal,Years of life lost due to premature mortality (YLLs) High body-mass index,Años de vida perdidos por mortalidad prematura (AVP) Alto índice de masa corporal,number
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,ylls_high_bodymass_per,YLLs High body-mass index(%),AVP Alto índice de masa corporal (%),Years of life lost due to premature mortality (YLLs) High body-mass index(%),Años de vida perdidos por mortalidad prematura (AVP) Alto índice de masa corporal (%),pct
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_healthcare_acce,Healthcare Access and Quality Index (Index value (0 to 100)),Índice de calidad y acceso a la atención médica (valor del índice (0 a 100)),Healthcare Access and Quality Index (Index value (0 to 100)),Índice de calidad y acceso a la atención médica (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_tuberculosis,Healthcare Access and Quality Index: Tuberculosis (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tuberculosis (valor del índice (0 a 100)),Healthcare Access and Quality Index: Tuberculosis (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tuberculosis (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_diarrheal_disea,Healthcare Access and Quality Index: Diarrheal diseases (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: enfermedades diarreicas (valor del índice (0 a 100)),Healthcare Access and Quality Index: Diarrheal diseases (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: enfermedades diarreicas (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_lower_respirato,Healthcare Access and Quality Index: Lower respiratory infections (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: infecciones de las vías respiratorias inferiores (valor del índice (0 a 100)),Healthcare Access and Quality Index: Lower respiratory infections (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: infecciones de las vías respiratorias inferiores (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_upper_respirato,Healthcare Access and Quality Index: Upper respiratory infections (Index value (0 to 100)),Índice de acceso y calidad de la atención médica: infecciones de las vías respiratorias superiores (valor del índice (0 a 100)),Healthcare Access and Quality Index: Upper respiratory infections (Index value (0 to 100)),Índice de acceso y calidad de la atención médica: infecciones de las vías respiratorias superiores (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_diphtheria,Healthcare Access and Quality Index: Diphtheria (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: difteria (valor del índice (0 a 100)),Healthcare Access and Quality Index: Diphtheria (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: difteria (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_whooping_cough,Healthcare Access and Quality Index: Whooping cough (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tos ferina (valor del índice (0 a 100)),Healthcare Access and Quality Index: WhOut-of-pocket (OOP)ing cough (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tos de bolsillo (OOP) (valor del índice (0 a 100)),index
Demographic and Health Surveys,Health Secondary Data Indicators,health,salud,haq_tetanus,Healthcare Access and Quality Index: Tetanus (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tétanos (valor del índice (0 a 100)),Healthcare Access and Quality Index: Tetanus (Index value (0 to 100)),Índice de calidad y acceso a la atención médica: tétanos (valor del índice (0 a 100)),index
